0	0	1	0
0.8	0	1.626	0.72
1.6	0	2.2	1.2
2.4	0	2.664	1.5
3.2	0	3.362	1.92
4	0	4.136	2.52
4.8	0	5.024	3.32
5.6	0	6.346	4.02
6.4	0	8.178	4.92
7.2	0	10.57	5.84
8	0	13.49	7.54
8.8	0	18.542	8.88
9.6	0	26.148	10.42
10.4	0	35.004	12.82
11.2	0	48.248	15.76
12	0	62.856	17.94
12.8	0.016	77.048	16.64
13.6	0.048	84.57	16.2
14.4	0.17	92.154	14.9
15.2	0.366	95.582	14.7
16	0.474	97.686	12.6
16.8	0.676	98.712	11.46
17.6	0.76	99.316	10.78
18.4	0.848	99.608	10.16
19.2	0.88	99.676	9.58
20	0.92	99.832	8.86
20.8	0.96	99.904	8.32
21.6	0.966	99.93	8.06
22.4	0.982	99.974	7.84
23.2	0.986	99.97	7.3
24	0.986	99.98	7
24.8	0.99	99.99	6.68
25.6	0.998	99.996	6.5
26.4	0.998	99.998	6.2
27.2	1	100	6.02
28	0.998	99.996	5.92
28.8	1	100	5.72
29.6	1	100	5.52
30.4	1	100	5.26
31.2	1	100	5.02
32	1	100	5.06
32.8	1	100	4.98
33.6	1	100	4.86
34.4	1	100	4.78
35.2	1	100	4.52
36	1	100	4.3
36.8	1	100	4.26
37.6	1	100	4.1
38.4	1	100	4.06
39.2	1	100	4.02
40	1	100	4
40.8	1	100	4
41.6	1	100	4
42.4	1	100	3.9
43.2	1	100	3.94
44	1	100	3.7
44.8	1	100	3.78
45.6	1	100	3.52
46.4	1	100	3.22
47.2	1	100	3.18
48	1	100	3.04
48.8	1	100	3
49.6	1	100	3.02
50.4	1	100	3
51.2	1	100	3
52	1	100	3
52.8	1	100	3
53.6	1	100	3
54.4	1	100	3
55.2	1	100	3
56	1	100	3
56.8	1	100	3
57.6	1	100	3
58.4	1	100	3
59.2	1	100	3
60	1	100	3
60.8	1	100	2.96
61.6	1	100	2.98
62.4	1	100	2.86
63.2	1	100	2.86
64	1	100	2.76
64.8	1	100	2.66
65.6	1	100	2.64
66.4	1	100	2.5
67.2	1	100	2.34
68	1	100	2.14
68.8	1	100	2.24
69.6	1	100	2.04
70.4	1	100	2.04
71.2	1	100	2
72	1	100	2
72.8	1	100	2.02
73.6	1	100	2.02
74.4	1	100	2
75.2	1	100	2
76	1	100	2
76.8	1	100	2
77.6	1	100	2
78.4	1	100	2
79.2	1	100	2
