0	0	1	0
0.8	0	1.652	0.66
1.6	0	2.758	1.64
2.4	0	4.312	2.26
3.2	0.096	6.508	3.3
4	0.392	8.45	3.4
4.8	0.748	9.454	3.4
5.6	0.942	9.87	2.82
6.4	0.978	9.97	2.28
7.2	0.994	9.994	2.1
8	1	10	2
8.8	1	10	1.92
9.6	1	10	1.72
10.4	1	10	1.4
11.2	1	10	1.18
12	1	10	1.04
12.8	1	10	1
13.6	1	10	1
14.4	1	10	1
15.2	1	10	1
16	1	10	1
16.8	1	10	1
17.6	1	10	1
18.4	1	10	1
19.2	1	10	1
20	1	10	1
20.8	1	10	1
21.6	1	10	1
22.4	1	10	1
23.2	1	10	1
24	1	10	1
24.8	1	10	1
25.6	1	10	1
26.4	1	10	1
27.2	1	10	1
28	1	10	1
28.8	1	10	1
29.6	1	10	1
30.4	1	10	1
31.2	1	10	1
32	1	10	1
32.8	1	10	1
33.6	1	10	1
34.4	1	10	1
35.2	1	10	1
36	1	10	1
36.8	1	10	1
37.6	1	10	1
38.4	1	10	1
39.2	1	10	1
40	1	10	1
40.8	1	10	1
41.6	1	10	1
42.4	1	10	1
43.2	1	10	1
44	1	10	1
44.8	1	10	1
45.6	1	10	1
46.4	1	10	1
47.2	1	10	1
48	1	10	1
48.8	1	10	1
49.6	1	10	1
50.4	1	10	1
51.2	1	10	1
52	1	10	1
52.8	1	10	1
53.6	1	10	1
54.4	1	10	1
55.2	1	10	1
56	1	10	1
56.8	1	10	1
57.6	1	10	1
58.4	1	10	1
59.2	1	10	1
60	1	10	1
60.8	1	10	1
61.6	1	10	1
62.4	1	10	1
63.2	1	10	1
64	1	10	1
64.8	1	10	1
65.6	1	10	1
66.4	1	10	1
67.2	1	10	1
68	1	10	1
68.8	1	10	1
69.6	1	10	1
70.4	1	10	1
71.2	1	10	1
72	1	10	1
72.8	1	10	1
73.6	1	10	1
74.4	1	10	1
75.2	1	10	1
76	1	10	1
76.8	1	10	1
77.6	1	10	1
78.4	1	10	1
79.2	1	10	1
