0	0	1	0
0.2	0	4.934	3.42
0.4	0	8.624	5.56
0.6	0	15.648	8.54
0.8	0	32.604	13.9
1	0	92.838	25.76
1.2	0	282.142	39.38
1.4	0	503.056	37.36
1.6	0	635.696	30.52
1.8	0	732.61	25.56
2	0	796.722	22.34
2.2	0	843.692	19.52
2.4	0	878.63	18.28
2.6	0	905.378	16.48
2.8	0	924.934	15.26
3	0	940.696	14.22
3.2	0	952.088	13.18
3.4	0	962.086	12.68
3.6	0	969.958	11.9
3.8	0	975.538	11.28
4	0	980.03	10.7
4.2	0	983.998	10.28
4.4	0	987.236	9.88
4.6	0	989.422	9.66
4.8	0	991.598	9.24
5	0.004	992.986	8.94
5.2	0.004	994.416	8.68
5.4	0.006	995.478	8.42
5.6	0.034	996.282	8.14
5.8	0.046	996.968	7.92
6	0.09	997.52	7.9
6.2	0.118	998.024	7.6
6.4	0.206	998.348	7.42
6.6	0.28	998.588	7.22
6.8	0.34	998.912	7.1
7	0.43	999.118	6.88
7.2	0.484	999.26	6.76
7.4	0.55	999.422	6.72
7.6	0.614	999.554	6.66
7.8	0.684	999.618	6.48
8	0.77	999.738	6.24
8.2	0.762	999.73	6.22
8.4	0.78	999.758	6.18
8.6	0.816	999.794	6.04
8.8	0.848	999.838	6
9	0.884	999.87	5.94
9.2	0.904	999.902	5.96
9.4	0.906	999.902	5.86
9.6	0.938	999.936	5.76
9.8	0.958	999.958	5.6
10	0.968	999.968	5.3
10.2	0.966	999.966	5.34
10.4	0.966	999.966	5.24
10.6	0.982	999.982	5.18
10.8	0.972	999.972	5.1
11	0.98	999.98	5.06
11.2	0.992	999.992	5.02
11.4	0.99	999.99	5
11.6	0.984	999.984	5.02
11.8	0.996	999.996	5.02
12	0.986	999.986	5
12.2	0.992	999.992	5.02
12.4	0.998	999.998	5
12.6	1	1000	5
12.8	0.996	999.996	5
13	0.998	999.998	4.98
13.2	0.996	999.996	5
13.4	0.998	999.998	4.94
13.6	0.998	999.998	4.9
13.8	1	1000	4.64
14	1	1000	4.7
14.2	1	1000	4.44
14.4	0.998	999.998	4.42
14.6	1	1000	4.3
14.8	1	1000	4.26
15	1	1000	4.16
15.2	0.998	999.998	4.18
15.4	1	1000	4.1
15.6	1	1000	4.02
15.8	1	1000	4.12
16	0.998	999.998	4.02
16.2	1	1000	4.02
16.4	1	1000	4
16.6	1	1000	4.02
16.8	1	1000	4
17	1	1000	4
17.2	1	1000	4.02
17.4	1	1000	4
17.6	1	1000	4
17.8	1	1000	4
18	1	1000	4
18.2	1	1000	4
18.4	1	1000	4
18.6	1	1000	4
18.8	1	1000	4
19	1	1000	4
19.2	1	1000	4
19.4	1	1000	4
19.6	1	1000	4
19.8	1	1000	4
