0	0	1	0
0.2	0	2.718	1.6
0.4	0	4.052	2.54
0.6	0	5.822	3.76
0.8	0	8.842	5.4
1	0	12.146	7.04
1.2	0	18.114	9.26
1.4	0	23.84	10.12
1.6	0	28.888	11.26
1.8	0	34.558	11.24
2	0	38.762	11.16
2.2	0	41.208	9.68
2.4	0.002	43.54	9.56
2.6	0.014	45.056	9.22
2.8	0.028	46.196	8.34
3	0.066	46.968	8.16
3.2	0.12	47.47	7.38
3.4	0.216	48.242	6.96
3.6	0.224	48.402	6.74
3.8	0.34	48.786	6.26
4	0.416	49.098	6.12
4.2	0.504	49.29	6.06
4.4	0.592	49.456	5.8
4.6	0.656	49.542	5.62
4.8	0.67	49.602	5.12
5	0.754	49.704	5.18
5.2	0.79	49.76	5
5.4	0.81	49.798	4.78
5.6	0.852	49.844	4.62
5.8	0.872	49.862	4.72
6	0.914	49.91	4.3
6.2	0.936	49.934	4.4
6.4	0.944	49.94	4.16
6.6	0.952	49.95	4.12
6.8	0.96	49.96	4.14
7	0.97	49.97	4.08
7.2	0.968	49.966	4.06
7.4	0.978	49.978	3.98
7.6	0.976	49.976	3.96
7.8	0.99	49.99	3.88
8	0.984	49.984	3.78
8.2	0.994	49.994	3.76
8.4	0.998	49.998	3.64
8.6	0.998	49.998	3.54
8.8	0.992	49.992	3.28
9	0.998	49.998	3.36
9.2	0.998	49.998	3.3
9.4	0.996	49.996	3.38
9.6	1	50	3.2
9.8	1	50	3.1
10	1	50	3.08
10.2	1	50	3.06
10.4	1	50	3.06
10.6	1	50	3.02
10.8	1	50	3.04
11	1	50	3.02
11.2	1	50	3.02
11.4	1	50	3.02
11.6	1	50	3
11.8	1	50	3
12	1	50	3
12.2	1	50	3.02
12.4	1	50	3
12.6	1	50	3
12.8	1	50	3
13	1	50	3
13.2	1	50	3
13.4	1	50	3
13.6	1	50	3
13.8	1	50	3
14	1	50	3
14.2	1	50	3
14.4	1	50	3
14.6	1	50	3
14.8	1	50	3
15	1	50	2.98
15.2	1	50	3
15.4	1	50	3
15.6	1	50	2.96
15.8	1	50	2.96
16	1	50	2.94
16.2	1	50	2.96
16.4	1	50	2.92
16.6	1	50	2.88
16.8	1	50	2.86
17	1	50	2.74
17.2	1	50	2.78
17.4	1	50	2.78
17.6	1	50	2.66
17.8	1	50	2.6
18	1	50	2.5
18.2	1	50	2.5
18.4	1	50	2.32
18.6	1	50	2.52
18.8	1	50	2.48
19	1	50	2.26
19.2	1	50	2.26
19.4	1	50	2.18
19.6	1	50	2.22
19.8	1	50	2.22
