0	0	1	0
0.2	0	1.73	0.58
0.4	0	2.28	1.1
0.6	0	3.056	1.84
0.8	0.002	3.696	2.46
1	0.01	4.342	2.86
1.2	0.018	4.98	2.76
1.4	0.026	5.872	3.5
1.6	0.074	6.484	4.04
1.8	0.166	7.194	4.02
2	0.208	7.576	3.9
2.2	0.332	8.31	4.16
2.4	0.398	8.67	4.32
2.6	0.476	8.974	3.98
2.8	0.556	9.22	4.28
3	0.654	9.462	3.86
3.2	0.726	9.576	3.86
3.4	0.784	9.704	3.7
3.6	0.838	9.772	3.46
3.8	0.842	9.812	3.52
4	0.908	9.884	3.4
4.2	0.92	9.902	3.26
4.4	0.95	9.94	3.14
4.6	0.958	9.956	3
4.8	0.974	9.974	2.9
5	0.984	9.984	2.62
5.2	0.988	9.988	2.6
5.4	0.99	9.99	2.56
5.6	0.996	9.996	2.36
5.8	0.994	9.994	2.3
6	1	10	2.26
6.2	0.998	9.998	2.16
6.4	1	10	2.08
6.6	1	10	2.06
6.8	1	10	2.08
7	1	10	2.02
7.2	1	10	2.02
7.4	1	10	2.02
7.6	1	10	2
7.8	1	10	2
8	1	10	2
8.2	1	10	2
8.4	1	10	2
8.6	1	10	2
8.8	1	10	2
9	1	10	2
9.2	1	10	2
9.4	1	10	2
9.6	1	10	2
9.8	1	10	2
10	1	10	2
10.2	1	10	2
10.4	1	10	2
10.6	1	10	2
10.8	1	10	2
11	1	10	2
11.2	1	10	2
11.4	1	10	2
11.6	1	10	2
11.8	1	10	2
12	1	10	2
12.2	1	10	2
12.4	1	10	2
12.6	1	10	2
12.8	1	10	2
13	1	10	2
13.2	1	10	2
13.4	1	10	2
13.6	1	10	2
13.8	1	10	2
14	1	10	2
14.2	1	10	2
14.4	1	10	2
14.6	1	10	2
14.8	1	10	2
15	1	10	2
15.2	1	10	2
15.4	1	10	2
15.6	1	10	2
15.8	1	10	2
16	1	10	2
16.2	1	10	2
16.4	1	10	2
16.6	1	10	2
16.8	1	10	2
17	1	10	2
17.2	1	10	2
17.4	1	10	2
17.6	1	10	2
17.8	1	10	2
18	1	10	2
18.2	1	10	2
18.4	1	10	2
18.6	1	10	2
18.8	1	10	2
19	1	10	2
19.2	1	10	2
19.4	1	10	2
19.6	1	10	2
19.8	1	10	2
