0	0	1	0
0.2	0	4.312	3.02
0.4	0	7.414	5
0.6	0	12.862	7.66
0.8	0	25.132	12.28
1	0	56.428	20.7
1.2	0	144.996	29.06
1.4	0	245.862	30.5
1.6	0	317.46	27.22
1.8	0	364.194	22.82
2	0	398.194	19.46
2.2	0	421.412	17.84
2.4	0	438.804	16.3
2.6	0	452.384	14.46
2.8	0	463.202	13.54
3	0	469.858	12.92
3.2	0	475.462	12.1
3.4	0	481.612	11.36
3.6	0	484.796	10.64
3.8	0	487.994	10.3
4	0	490.176	9.56
4.2	0.002	491.874	9.24
4.4	0.006	493.552	8.98
4.6	0.012	494.91	8.56
4.8	0.01	495.612	8.3
5	0.042	496.618	8.1
5.2	0.07	497.166	7.8
5.4	0.148	497.796	7.64
5.6	0.112	497.974	7.48
5.8	0.208	498.442	7.16
6	0.276	498.706	7.1
6.2	0.376	498.978	6.78
6.4	0.466	499.182	6.66
6.6	0.516	499.33	6.64
6.8	0.586	499.478	6.36
7	0.594	499.494	6.18
7.2	0.71	499.674	6.12
7.4	0.738	499.69	6.08
7.6	0.79	499.746	6.04
7.8	0.82	499.806	5.92
8	0.828	499.816	5.82
8.2	0.884	499.872	5.76
8.4	0.912	499.91	5.52
8.6	0.908	499.904	5.4
8.8	0.926	499.926	5.3
9	0.944	499.94	5.2
9.2	0.95	499.948	5.12
9.4	0.952	499.952	5.14
9.6	0.962	499.962	5.08
9.8	0.982	499.98	5.04
10	0.98	499.98	5.02
10.2	0.98	499.98	5
10.4	0.992	499.992	5
10.6	0.988	499.988	5
10.8	0.988	499.988	4.96
11	0.996	499.996	4.92
11.2	0.988	499.988	4.9
11.4	0.996	499.996	4.7
11.6	0.996	499.996	4.68
11.8	0.998	499.998	4.5
12	1	500	4.5
12.2	0.998	499.998	4.48
12.4	1	500	4.18
12.6	0.998	499.998	4.24
12.8	1	500	4.22
13	0.994	499.994	4.02
13.2	1	500	4.04
13.4	1	500	4.06
13.6	1	500	4.04
13.8	1	500	4.06
14	1	500	4.04
14.2	1	500	4
14.4	0.998	499.998	4.02
14.6	0.998	499.998	4.02
14.8	0.998	499.998	4
15	1	500	4
15.2	1	500	4
15.4	1	500	4
15.6	1	500	4
15.8	1	500	4
16	1	500	4
16.2	0.998	499.998	4
16.4	1	500	4
16.6	1	500	4
16.8	1	500	4
17	1	500	4
17.2	1	500	4
17.4	1	500	4
17.6	1	500	4
17.8	1	500	4
18	1	500	4
18.2	1	500	4
18.4	1	500	4
18.6	1	500	4
18.8	1	500	4
19	1	500	4
19.2	1	500	4
19.4	1	500	4
19.6	1	500	4
19.8	1	500	4
