0	0	1	0
0.2	0	3.172	2.1
0.4	0	4.984	3.08
0.6	0	7.654	4.86
0.8	0	12.32	7.8
1	0	19.738	10
1.2	0	31.642	12.34
1.4	0	46.42	13.94
1.6	0	60.984	15.22
1.8	0	71.148	15.54
2	0	78.496	13.8
2.2	0	83.834	11.92
2.4	0	87.806	11.46
2.6	0	90.06	10.28
2.8	0	92.536	9.58
3	0.006	93.978	9.54
3.2	0.008	95.25	8.66
3.4	0.028	96.192	8.24
3.6	0.056	96.926	8.16
3.8	0.106	97.598	7.42
4	0.142	98.078	7.2
4.2	0.236	98.522	7
4.4	0.34	98.814	6.68
4.6	0.38	99.016	6.38
4.8	0.5	99.272	6.18
5	0.516	99.32	6.22
5.2	0.63	99.52	5.96
5.4	0.694	99.618	5.64
5.6	0.73	99.668	5.56
5.8	0.764	99.724	5.36
6	0.808	99.784	5.3
6.2	0.862	99.846	5.2
6.4	0.858	99.844	5.06
6.6	0.888	99.884	4.92
6.8	0.924	99.916	4.86
7	0.912	99.91	4.76
7.2	0.952	99.95	4.66
7.4	0.936	99.934	4.44
7.6	0.97	99.97	4.6
7.8	0.968	99.964	4.36
8	0.958	99.958	4.26
8.2	0.976	99.976	4.28
8.4	0.99	99.99	4.12
8.6	0.99	99.99	4.06
8.8	0.986	99.986	4.08
9	0.992	99.992	4.04
9.2	0.99	99.988	4.04
9.4	0.994	99.994	4.02
9.6	0.996	99.996	4
9.8	0.994	99.994	3.98
10	0.992	99.992	3.96
10.2	0.998	99.998	3.98
10.4	0.998	99.998	3.96
10.6	1	100	3.94
10.8	1	100	3.84
11	0.998	99.998	3.7
11.2	0.998	99.998	3.6
11.4	1	100	3.72
11.6	0.998	99.998	3.62
11.8	1	100	3.42
12	0.998	99.998	3.44
12.2	0.998	99.998	3.26
12.4	1	100	3.18
12.6	1	100	3.16
12.8	1	100	3.16
13	1	100	3.1
13.2	1	100	3.02
13.4	1	100	3.04
13.6	1	100	3.06
13.8	1	100	3.04
14	1	100	3
14.2	1	100	3.04
14.4	1	100	3
14.6	1	100	3
14.8	1	100	3.02
15	1	100	3.02
15.2	1	100	3
15.4	1	100	3.02
15.6	1	100	3
15.8	1	100	3
16	1	100	3
16.2	1	100	3
16.4	1	100	3
16.6	1	100	3
16.8	1	100	3
17	1	100	3
17.2	1	100	3
17.4	1	100	3
17.6	1	100	3
17.8	1	100	3
18	1	100	3
18.2	1	100	3
18.4	1	100	3
18.6	1	100	3
18.8	1	100	3
19	1	100	3
19.2	1	100	3
19.4	1	100	3
19.6	1	100	3
19.8	1	100	3
